SCORE:,score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,ref,irms,rms,description
SCORE:,2797.034,-1231.620,2942.228,666.852,3.267,-89.741,8.420,-89.423,-39.844,-23.151,-23.611,0.000,-8.130,76.520,597.688,-11.484,19.063,0.000,3.674,3B12.trim.pdbA_0001_0001
SCORE:,3770.407,-1246.290,3902.428,669.591,4.217,-88.096,8.420,-92.315,-39.262,-23.139,-23.371,0.000,-9.037,49.492,648.488,-10.844,20.126,0.000,3.641,3B12.trim.pdbA_0002_0001
SCORE:,3227.953,-1256.108,3444.608,675.108,3.250,-90.490,8.420,-90.134,-39.615,-22.845,-23.766,0.000,-9.656,65.157,559.086,-13.812,18.750,0.000,3.617,3B12.trim.pdbA_0001_0001
SCORE:,686.569,-1233.134,888.863,666.076,3.068,-90.156,8.420,-88.656,-40.044,-23.100,-23.579,0.000,-10.463,40.999,580.446,-10.470,18.298,0.000,3.691,3B12.trim.pdbA_0002_0001
SCORE:,3870.602,-1246.113,4017.630,669.747,2.795,-91.450,8.420,-90.431,-39.140,-23.253,-24.368,0.000,-10.844,48.009,644.447,-14.383,19.533,0.000,3.605,3B12.trim.pdbA_0001_0001
SCORE:,2232.881,-1234.966,2447.889,666.910,3.802,-87.000,8.420,-88.881,-40.003,-23.143,-23.766,0.000,-10.057,48.005,559.416,-12.655,18.911,0.000,3.687,3B12.trim.pdbA_0002_0001
SCORE:,741.364,-1235.950,936.653,661.700,3.713,-89.997,9.769,-88.926,-39.349,-24.801,-23.364,0.000,-9.172,70.493,563.513,-12.250,19.332,0.000,3.618,3B12.trim.pdbA_0001_0001
SCORE:,1796.337,-1253.067,2031.817,674.714,3.491,-89.083,8.420,-91.317,-40.515,-22.410,-23.466,0.000,-9.232,68.566,532.363,-12.390,18.445,0.000,3.601,3B12.trim.pdbA_0002_0001
SCORE:,2183.855,-1231.596,2292.205,663.219,3.802,-86.914,8.981,-88.216,-39.113,-23.144,-23.685,0.000,-11.037,53.471,662.702,-15.959,19.138,0.000,3.706,3B12.trim.pdbA_0001_0001
SCORE:,2486.936,-1234.276,2628.173,665.505,3.465,-88.473,8.420,-88.216,-39.139,-23.108,-23.552,0.000,-9.686,69.100,613.520,-14.162,19.364,0.000,3.649,3B12.trim.pdbA_0002_0001
SCORE:,3408.086,-1243.539,3576.875,668.391,3.067,-89.388,8.420,-88.836,-39.568,-23.143,-23.371,0.000,-7.887,49.852,612.671,-14.541,19.081,0.000,3.648,3B12.trim.pdbA_0001_0001
SCORE:,2156.466,-1223.266,2169.382,657.435,2.924,-89.048,8.420,-88.216,-39.397,-22.969,-23.578,0.000,-12.507,38.492,771.540,-15.418,22.671,0.000,4.616,3B12.trim.pdbA_0002_0001
SCORE:,-185.050,-1230.450,205.446,673.719,2.161,-96.762,8.420,-89.908,-39.138,-23.938,-24.567,0.000,-10.297,68.858,384.697,-19.884,6.591,0.000,3.686,3B12.trim.pdbA_0001_0001
SCORE:,2866.726,-1236.637,2987.472,671.089,3.173,-89.513,8.420,-90.064,-39.645,-23.123,-24.458,0.000,-8.523,43.130,662.133,-14.682,17.955,0.000,3.701,3B12.trim.pdbA_0002_0001
SCORE:,2494.175,-1230.268,2663.349,668.356,3.309,-89.717,8.420,-90.370,-39.476,-23.067,-24.006,0.000,-8.107,63.301,588.457,-13.647,17.642,0.000,3.685,3B12.trim.pdbA_0001_0001
SCORE:,2150.330,-1236.690,2387.752,667.700,3.099,-87.589,8.420,-90.307,-39.881,-23.270,-23.627,0.000,-10.171,44.618,544.685,-12.698,18.289,0.000,3.615,3B12.trim.pdbA_0002_0001
SCORE:,-195.879,-1226.348,217.470,666.846,2.144,-95.434,8.784,-89.026,-40.057,-23.904,-23.741,0.000,-9.410,47.514,382.509,-19.766,6.541,0.000,3.626,3B12.trim.pdbA_0001_0001
SCORE:,4808.014,-1254.025,5081.258,673.844,2.656,-88.301,9.909,-89.047,-39.642,-22.552,-23.611,0.000,-10.450,49.298,516.117,-14.619,17.179,0.000,3.647,3B12.trim.pdbA_0002_0001
SCORE:,2927.957,-1245.244,3180.547,673.182,3.021,-87.529,8.703,-90.167,-39.117,-22.534,-23.627,0.000,-9.262,38.745,538.647,-14.344,16.935,0.000,3.611,3B12.trim.pdbA_0001_0001
SCORE:,855.871,-1226.835,934.359,661.576,3.198,-87.845,8.420,-88.216,-39.688,-23.741,-23.477,0.000,-11.921,40.810,701.706,-13.633,21.158,0.000,3.700,3B12.trim.pdbA_0002_0001
