SCORE:,score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,ref,irms,rms,description
SCORE:,40.308,-1313.937,331.974,736.969,3.496,-88.306,25.952,-84.031,-37.759,-25.791,-12.309,0.000,-15.562,12.336,538.965,-36.145,4.457,0.000,6.713,1WM1.trim.pdbA_0001_0001
SCORE:,1324.038,-1326.399,1455.988,743.467,3.959,-86.221,25.952,-83.476,-38.058,-24.682,-12.242,0.000,-13.882,12.940,681.030,-27.368,13.032,0.000,6.764,1WM1.trim.pdbA_0002_0001
SCORE:,3409.281,-1308.715,3576.259,733.276,4.163,-87.190,25.952,-82.551,-38.843,-24.092,-12.500,0.000,-13.094,10.805,637.212,-24.485,13.085,0.000,6.683,1WM1.trim.pdbA_0001_0001
SCORE:,43661.021,-1512.070,43562.146,803.244,4.489,-90.787,25.952,-82.229,-38.405,-24.661,-12.525,0.000,-15.429,28.246,1019.217,-26.744,20.578,0.000,7.532,1WM1.trim.pdbA_0002_0001
SCORE:,2875.630,-1317.340,2983.653,737.876,4.213,-86.638,25.952,-82.220,-38.168,-24.212,-12.309,0.000,-16.349,7.676,707.095,-27.930,14.330,0.000,6.704,1WM1.trim.pdbA_0001_0001
SCORE:,2645.521,-1312.783,2696.813,735.921,4.901,-87.066,25.952,-83.179,-37.759,-24.112,-12.524,0.000,-14.226,24.870,741.718,-27.473,14.470,0.000,6.786,1WM1.trim.pdbA_0002_0001
SCORE:,4800.956,-1319.487,4922.608,736.070,5.296,-87.732,25.952,-83.983,-37.759,-24.093,-12.768,0.000,-11.465,14.015,683.182,-21.991,13.108,0.000,6.714,1WM1.trim.pdbA_0001_0001
SCORE:,30094.339,-1454.945,29967.035,787.455,4.490,-91.824,25.952,-82.229,-39.068,-24.330,-12.626,0.000,-16.253,23.554,1014.298,-27.746,20.578,0.000,7.131,1WM1.trim.pdbA_0002_0001
SCORE:,3402.811,-1331.070,3487.423,748.765,4.645,-85.161,25.952,-84.474,-37.759,-24.125,-12.266,0.000,-14.579,11.835,729.002,-27.921,12.544,0.000,6.715,1WM1.trim.pdbA_0001_0001
SCORE:,2564.289,-1326.550,2737.413,743.224,4.265,-88.284,26.054,-85.594,-38.508,-24.135,-12.416,0.000,-15.081,8.809,652.783,-29.795,12.104,0.000,6.692,1WM1.trim.pdbA_0002_0001
SCORE:,29901.957,-1426.631,29738.276,775.763,4.490,-93.429,25.952,-82.229,-39.068,-24.224,-12.582,0.000,-15.710,35.849,1021.640,-26.716,20.578,0.000,7.314,1WM1.trim.pdbA_0001_0001
SCORE:,41782.677,-1502.993,41678.796,799.063,4.489,-91.887,25.952,-82.229,-39.162,-24.553,-12.585,0.000,-15.480,22.430,1026.985,-26.725,20.578,0.000,7.381,1WM1.trim.pdbA_0002_0001
SCORE:,41452.485,-1506.171,41356.494,798.310,4.490,-91.974,25.952,-82.229,-39.357,-24.611,-12.525,0.000,-17.227,23.186,1025.654,-28.085,20.578,0.000,7.433,1WM1.trim.pdbA_0001_0001
SCORE:,20999.035,-1393.012,20799.892,764.679,4.490,-92.701,25.952,-82.229,-39.068,-24.233,-12.450,0.000,-13.989,53.158,1013.677,-25.708,20.578,0.000,7.407,1WM1.trim.pdbA_0002_0001
SCORE:,4548.883,-1313.991,4680.254,735.851,3.974,-86.010,25.952,-83.425,-39.451,-24.226,-12.239,0.000,-14.277,25.676,664.748,-27.428,13.475,0.000,6.669,1WM1.trim.pdbA_0001_0001
SCORE:,29281.487,-1439.352,29179.547,779.970,4.490,-92.998,25.952,-82.229,-39.162,-24.310,-12.513,0.000,-16.525,11.005,993.090,-26.054,20.578,0.000,7.095,1WM1.trim.pdbA_0002_0001
SCORE:,46198.431,-1512.635,46119.174,809.807,4.490,-92.651,25.952,-82.229,-39.068,-24.460,-12.678,0.000,-17.270,9.916,1016.570,-27.065,20.578,0.000,7.556,1WM1.trim.pdbA_0001_0001
SCORE:,48358.954,-1529.551,48263.606,811.517,4.489,-89.758,25.952,-82.229,-38.405,-24.716,-12.525,0.000,-14.295,42.300,1008.784,-26.793,20.578,0.000,7.699,1WM1.trim.pdbA_0002_0001
SCORE:,6581.466,-1342.928,6688.713,758.162,4.049,-83.647,25.952,-82.643,-37.759,-24.191,-12.219,0.000,-11.922,16.934,693.552,-24.718,14.131,0.000,6.731,1WM1.trim.pdbA_0001_0001
SCORE:,30300.263,-1455.846,30164.708,780.232,4.490,-91.779,25.952,-82.229,-39.357,-24.445,-12.492,0.000,-16.235,41.261,1013.021,-27.597,20.578,0.000,7.166,1WM1.trim.pdbA_0002_0001
