SCORE:,score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,ref,irms,rms,description
SCORE:,2603.190,-1319.656,2743.039,739.166,4.153,-84.751,25.952,-83.265,-37.759,-26.052,-12.266,0.000,-13.786,25.862,657.710,-27.104,11.947,0.000,5.335,1WM1.trim.pdbA_0001_0001
SCORE:,1015.417,-1313.889,1214.255,733.486,4.291,-87.465,25.952,-82.705,-37.759,-24.876,-12.611,0.000,-12.059,21.813,600.748,-25.876,12.114,0.000,5.300,1WM1.trim.pdbA_0002_0001
SCORE:,32613.120,-1439.751,32529.104,782.966,4.383,-92.844,25.952,-82.229,-39.068,-24.194,-12.582,0.000,-14.106,25.675,957.593,-26.867,19.088,0.000,5.981,1WM1.trim.pdbA_0001_0001
SCORE:,2455.802,-1307.857,2658.962,734.014,4.647,-89.762,25.952,-83.238,-37.759,-24.969,-12.453,0.000,-14.058,8.419,611.524,-29.675,12.055,0.000,5.327,1WM1.trim.pdbA_0002_0001
SCORE:,4796.836,-1315.678,4959.189,738.369,4.006,-84.200,25.952,-82.974,-37.759,-24.073,-12.788,0.000,-14.572,12.279,645.914,-28.517,11.687,0.000,5.329,1WM1.trim.pdbA_0001_0001
SCORE:,38618.247,-1478.538,38575.925,786.543,4.383,-91.225,25.952,-82.229,-38.405,-24.515,-12.492,0.000,-17.109,9.832,969.840,-28.804,19.088,0.000,6.036,1WM1.trim.pdbA_0002_0001
SCORE:,39199.799,-1473.718,39135.024,796.518,4.383,-92.030,25.952,-82.229,-39.068,-24.329,-12.645,0.000,-14.790,34.918,948.101,-25.376,19.088,0.000,6.122,1WM1.trim.pdbA_0001_0001
SCORE:,2912.939,-1304.604,2964.150,731.868,3.869,-86.284,25.952,-82.002,-37.759,-24.140,-12.309,0.000,-14.661,70.401,695.413,-29.091,12.137,0.000,5.307,1WM1.trim.pdbA_0002_0001
SCORE:,25479.918,-1409.549,25354.616,768.155,4.383,-92.626,25.952,-82.229,-39.068,-24.167,-12.571,0.000,-16.667,17.795,994.768,-27.963,19.088,0.000,5.876,1WM1.trim.pdbA_0001_0001
SCORE:,29782.249,-1444.470,29724.874,773.892,4.383,-90.762,25.952,-82.229,-38.405,-24.409,-12.492,0.000,-16.737,14.454,955.821,-26.712,19.088,0.000,5.875,1WM1.trim.pdbA_0002_0001
SCORE:,46172.759,-1506.616,46114.286,807.549,4.383,-92.516,25.952,-82.229,-39.068,-24.430,-12.678,0.000,-14.252,46.519,952.881,-26.110,19.088,0.000,6.399,1WM1.trim.pdbA_0001_0001
SCORE:,3952.023,-1317.365,4098.370,736.291,4.018,-88.372,25.952,-84.771,-38.319,-24.171,-12.219,0.000,-14.388,19.153,662.575,-27.467,12.736,0.000,5.329,1WM1.trim.pdbA_0002_0001
SCORE:,24054.289,-1419.180,23934.139,772.735,4.383,-92.572,25.952,-82.229,-39.068,-24.200,-12.564,0.000,-14.235,42.698,964.230,-24.889,19.088,0.000,5.772,1WM1.trim.pdbA_0001_0001
SCORE:,43829.107,-1490.380,43773.546,802.311,4.383,-92.704,25.952,-82.229,-39.068,-24.369,-12.645,0.000,-15.221,25.305,963.157,-28.020,19.088,0.000,6.214,1WM1.trim.pdbA_0002_0001
SCORE:,38618.247,-1478.538,38575.925,786.543,4.383,-91.225,25.952,-82.229,-38.405,-24.515,-12.492,0.000,-17.109,9.832,969.840,-28.804,19.088,0.000,6.036,1WM1.trim.pdbA_0001_0001
SCORE:,3625.798,-1316.759,3736.561,737.510,4.396,-83.615,26.604,-82.872,-37.759,-24.200,-12.289,0.000,-13.349,30.788,676.755,-27.748,11.777,0.000,5.327,1WM1.trim.pdbA_0002_0001
SCORE:,24642.807,-1408.788,24535.763,757.925,4.383,-91.745,25.952,-82.229,-38.405,-24.340,-12.429,0.000,-16.495,20.909,981.374,-28.157,19.088,0.000,5.820,1WM1.trim.pdbA_0001_0001
SCORE:,36561.724,-1470.604,36495.799,794.462,4.383,-92.245,25.952,-82.229,-39.068,-24.363,-12.596,0.000,-17.186,6.834,981.822,-28.324,19.088,0.000,5.943,1WM1.trim.pdbA_0002_0001
SCORE:,7673.000,-1336.342,7826.012,750.851,4.223,-89.741,25.952,-82.487,-38.827,-25.014,-12.474,0.000,-9.663,19.877,651.284,-24.215,13.564,0.000,5.309,1WM1.trim.pdbA_0001_0001
SCORE:,3202.578,-1315.803,3303.753,738.884,4.004,-86.131,25.952,-83.970,-38.765,-24.642,-12.336,0.000,-17.214,15.599,710.276,-31.128,14.099,0.000,5.307,1WM1.trim.pdbA_0002_0001
