SCORE:,score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,ref,irms,rms,description
SCORE:,20652.823,-1390.870,20532.251,760.334,4.277,-92.800,25.952,-82.229,-39.068,-24.139,-12.540,0.000,-15.706,64.232,933.689,-28.158,17.599,0.000,4.095,1WM1.trim.pdbA_0001_0001
SCORE:,2705.093,-1313.019,2873.904,734.551,3.631,-85.351,25.952,-82.744,-38.610,-24.145,-12.336,0.000,-12.537,22.554,629.037,-25.614,9.822,0.000,3.564,1WM1.trim.pdbA_0002_0001
SCORE:,1928.623,-1310.500,2137.531,733.065,3.937,-87.051,26.134,-82.216,-37.759,-25.057,-12.266,0.000,-15.876,8.895,607.833,-28.958,10.910,0.000,3.549,1WM1.trim.pdbA_0001_0001
SCORE:,29993.434,-1442.973,29933.660,782.243,4.277,-91.553,25.952,-82.229,-39.068,-24.274,-12.556,0.000,-16.812,45.773,919.954,-26.558,17.599,0.000,4.433,1WM1.trim.pdbA_0002_0001
SCORE:,20174.977,-1383.609,20087.642,758.085,4.277,-92.759,25.952,-82.229,-39.068,-24.167,-12.503,0.000,-16.086,31.396,928.339,-27.892,17.599,0.000,3.895,1WM1.trim.pdbA_0001_0001
SCORE:,1877.435,-1323.860,2079.618,739.914,3.866,-85.601,27.749,-83.102,-37.759,-24.162,-12.242,0.000,-13.250,23.535,598.930,-27.191,10.991,0.000,3.612,1WM1.trim.pdbA_0002_0001
SCORE:,48.354,-1297.149,333.482,730.749,3.470,-93.026,25.952,-84.307,-37.759,-26.443,-12.359,0.000,-14.057,16.638,531.528,-35.754,7.389,0.000,3.535,1WM1.trim.pdbA_0001_0001
SCORE:,20651.642,-1386.742,20545.617,747.722,4.277,-90.762,25.952,-82.229,-38.210,-24.260,-12.429,0.000,-14.300,42.181,944.877,-27.650,17.599,0.000,4.035,1WM1.trim.pdbA_0002_0001
SCORE:,1535.659,-1307.152,1640.288,733.327,3.789,-86.432,25.952,-82.595,-37.759,-24.231,-12.242,0.000,-15.397,44.643,671.192,-28.948,11.224,0.000,3.576,1WM1.trim.pdbA_0001_0001
SCORE:,20651.642,-1386.742,20545.617,747.722,4.277,-90.762,25.952,-82.229,-38.210,-24.260,-12.429,0.000,-14.300,42.181,944.877,-27.650,17.599,0.000,4.035,1WM1.trim.pdbA_0002_0001
SCORE:,29270.378,-1431.767,29217.690,774.428,4.277,-91.330,25.952,-82.229,-39.068,-24.342,-12.495,0.000,-15.418,19.818,932.671,-25.406,17.599,0.000,4.243,1WM1.trim.pdbA_0001_0001
SCORE:,673.230,-1312.079,880.139,735.551,4.272,-89.586,25.952,-83.518,-38.870,-24.124,-12.313,0.000,-13.946,27.316,594.880,-31.008,10.566,0.000,3.560,1WM1.trim.pdbA_0002_0001
SCORE:,16824.976,-1370.829,16746.522,742.303,4.277,-90.338,25.952,-82.229,-38.210,-24.260,-12.366,0.000,-14.670,23.695,922.612,-25.080,17.599,0.000,4.186,1WM1.trim.pdbA_0001_0001
SCORE:,1115.833,-1307.864,1255.202,732.189,4.456,-88.253,25.952,-83.374,-38.144,-24.108,-12.483,0.000,-13.360,13.090,668.639,-27.445,11.338,0.000,3.551,1WM1.trim.pdbA_0002_0001
SCORE:,15105.871,-1365.757,15017.036,752.400,4.277,-92.477,25.952,-82.229,-39.068,-24.127,-12.470,0.000,-14.731,17.685,926.588,-24.805,17.599,0.000,4.137,1WM1.trim.pdbA_0001_0001
SCORE:,912.160,-1302.614,1097.057,731.707,3.797,-84.425,25.952,-82.416,-37.759,-24.243,-12.242,0.000,-15.421,12.188,616.926,-27.617,11.270,0.000,3.568,1WM1.trim.pdbA_0002_0001
SCORE:,61.996,-1293.779,337.077,726.150,3.465,-89.186,26.169,-83.231,-37.759,-24.367,-12.266,0.000,-14.906,19.279,533.152,-34.221,6.418,0.000,3.565,1WM1.trim.pdbA_0001_0001
SCORE:,2451.007,-1303.729,2578.116,728.954,3.824,-85.572,25.952,-83.840,-38.621,-24.998,-12.289,0.000,-12.081,14.360,673.733,-24.068,11.266,0.000,3.522,1WM1.trim.pdbA_0002_0001
SCORE:,2809.708,-1302.457,2978.457,729.438,3.790,-85.325,25.952,-83.423,-37.759,-24.069,-12.266,0.000,-14.529,14.092,631.439,-26.607,12.975,0.000,3.527,1WM1.trim.pdbA_0001_0001
SCORE:,4174.862,-1316.819,4302.466,739.594,4.247,-88.010,25.952,-83.312,-39.285,-24.746,-12.266,0.000,-13.981,29.954,666.233,-27.924,12.761,0.000,3.552,1WM1.trim.pdbA_0002_0001
