dir,dist1,dist2
3GZJbot.pdb_3ANScap.pdb,28.8204706936,5.25208387214
3GZJbot.pdb_3ANScap.pdb,23.2403617227,6.54278541601
3GZJbot.pdb_3ANScap.pdb,27.1340550047,5.85532552468
3GZJbot.pdb_3ANScap.pdb,26.520343908,5.52259984065
3GZJbot.pdb_3ANScap.pdb,21.9467592596,5.27604823708
3GZJbot.pdb_3ANScap.pdb,26.9471056145,6.1872987644
3GZJbot.pdb_3ANScap.pdb,11.7412175689,6.35884793025
3GZJbot.pdb_3ANScap.pdb,25.4227213335,6.47940352193
3GZJbot.pdb_3ANScap.pdb,16.8564083363,5.34260984913
3GZJbot.pdb_3ANScap.pdb,28.8387310574,6.53014647615
3GZJbot.pdb_3ANScap.pdb,30.8284443331,5.57738773979
3GZJbot.pdb_3ANScap.pdb,27.4247059054,5.49735700132
3GZJbot.pdb_3ANScap.pdb,7.7296480515,6.04325615873
3GZJbot.pdb_3ANScap.pdb,26.0025434525,5.28571849421
3GZJbot.pdb_3ANScap.pdb,23.263441018,3.97688659632
3GZJbot.pdb_3ANScap.pdb,30.6086639042,6.46658255959
3GZJbot.pdb_3ANScap.pdb,11.3065259474,3.57820527639
3GZJbot.pdb_3ANScap.pdb,20.7101834854,4.07623294231
3GZJbot.pdb_3ANScap.pdb,21.4968158107,5.56369715207
3GZJbot.pdb_3ANScap.pdb,32.6923347285,6.44542015698
3GZJbot.pdb_3ANScap.pdb,20.8184027725,3.95685695976
3GZJbot.pdb_3ANScap.pdb,30.8051667582,2.75547491369
3GZJbot.pdb_3ANScap.pdb,20.3895366303,6.11234169529
3GZJbot.pdb_3ANScap.pdb,26.1391475377,5.47436434666
3GZJbot.pdb_3ANScap.pdb,12.6212928419,3.74739642952
3GZJbot.pdb_3ANScap.pdb,22.2853011871,5.82581462115
3GZJbot.pdb_3ANScap.pdb,25.5726981564,5.17670802731
3GZJbot.pdb_3ANScap.pdb,30.3768765017,6.58174733638
3GZJbot.pdb_3ANScap.pdb,19.7799488371,6.22948007461
3GZJbot.pdb_3ANScap.pdb,34.0111664898,5.1262100035
3GZJbot.pdb_3ANScap.pdb,30.9004554174,6.13120754827
3GZJbot.pdb_3ANScap.pdb,29.076021203,5.45585052948
3GZJbot.pdb_3ANScap.pdb,20.7267668004,6.10543307227
3GZJbot.pdb_3ANScap.pdb,26.3338101307,6.27815012563
3GZJbot.pdb_3ANScap.pdb,24.9785561833,5.96849093155
3GZJbot.pdb_3ANScap.pdb,19.7543387386,5.44223942876
3GZJbot.pdb_3ANScap.pdb,22.7996380892,3.78195055494
3GZJbot.pdb_3ANScap.pdb,16.6591263276,6.00025074476
3GZJbot.pdb_3ANScap.pdb,12.1589898429,3.653652556
3GZJbot.pdb_3ANScap.pdb,22.2539440549,6.40137055637
3GZJbot.pdb_3ANScap.pdb,28.2174780588,5.96514584901
3GZJbot.pdb_3ANScap.pdb,30.574331211,6.05636772331
3GZJbot.pdb_3ANScap.pdb,21.8850172264,6.22860995729
3GZJbot.pdb_3ANScap.pdb,28.4923609762,6.31767314761
3GZJbot.pdb_3ANScap.pdb,27.3682095505,6.33512123009
3GZJbot.pdb_3ANScap.pdb,33.706690152,5.40958344052
3GZJbot.pdb_3ANScap.pdb,21.5455924263,5.80628745413
3GZJbot.pdb_3ANScap.pdb,24.6360930344,5.39195734404
3GZJbot.pdb_3ANScap.pdb,20.28864892,6.00873247865
3GZJbot.pdb_3ANScap.pdb,18.8793806572,6.45043231109
3GZJbot.pdb_3ANScap.pdb,29.1667163904,6.09506907262
3GZJbot.pdb_3ANScap.pdb,11.0626655468,6.32172017729
3GZJbot.pdb_3ANScap.pdb,28.2334711114,5.58945775545
