SCORE:,score,fa_atr,fa_rep,fa_sol,fa_intra_rep,fa_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,rama,omega,fa_dun,p_aa_pp,ref,irms,rms,description
SCORE:,1303.033,-1280.941,1138.201,701.646,3.033,-97.188,37.229,-78.224,-35.457,-30.518,-18.164,0.000,-10.704,120.098,866.159,-15.760,3.621,0.000,5.667,3ANS.trim.pdbA_0001_0001
SCORE:,1283.455,-1285.161,1141.683,702.306,3.033,-97.252,37.229,-78.224,-35.457,-30.606,-18.164,0.000,-10.651,104.314,862.050,-15.267,3.621,0.000,5.564,3ANS.trim.pdbA_0002_0001
SCORE:,1303.033,-1280.941,1138.201,701.646,3.033,-97.188,37.229,-78.224,-35.457,-30.518,-18.164,0.000,-10.704,120.098,866.159,-15.760,3.621,0.000,5.667,3ANS.trim.pdbA_0001_0001
SCORE:,1227.649,-1277.107,1087.187,700.589,3.033,-96.980,37.229,-78.224,-35.457,-30.460,-18.129,0.000,-10.526,92.589,866.107,-15.824,3.621,0.000,5.810,3ANS.trim.pdbA_0002_0001
SCORE:,1227.314,-1277.834,1114.692,700.491,3.033,-96.986,37.229,-78.224,-35.457,-30.489,-18.129,0.000,-10.616,74.249,856.634,-14.900,3.621,0.000,5.811,3ANS.trim.pdbA_0001_0001
SCORE:,1259.072,-1286.035,1172.708,702.018,3.033,-97.389,37.229,-78.224,-35.457,-30.606,-18.164,0.000,-9.694,63.143,847.327,-14.437,3.621,0.000,5.613,3ANS.trim.pdbA_0002_0001
SCORE:,1227.314,-1277.834,1114.692,700.491,3.033,-96.986,37.229,-78.224,-35.457,-30.489,-18.129,0.000,-10.616,74.249,856.634,-14.900,3.621,0.000,5.811,3ANS.trim.pdbA_0001_0001
SCORE:,1303.033,-1280.941,1138.201,701.646,3.033,-97.188,37.229,-78.224,-35.457,-30.518,-18.164,0.000,-10.704,120.098,866.159,-15.760,3.621,0.000,5.667,3ANS.trim.pdbA_0002_0001
SCORE:,1293.254,-1281.141,1165.661,701.058,3.033,-97.221,37.229,-78.224,-35.457,-30.548,-18.164,0.000,-9.995,91.821,856.493,-14.914,3.621,0.000,5.691,3ANS.trim.pdbA_0001_0001
SCORE:,1276.244,-1287.055,1172.708,702.528,3.033,-97.397,37.229,-78.224,-35.457,-30.635,-18.164,0.000,-9.942,76.037,852.384,-14.421,3.621,0.000,5.583,3ANS.trim.pdbA_0002_0001
SCORE:,1276.244,-1287.055,1172.708,702.528,3.033,-97.397,37.229,-78.224,-35.457,-30.635,-18.164,0.000,-9.942,76.037,852.384,-14.421,3.621,0.000,5.583,3ANS.trim.pdbA_0001_0001
SCORE:,1227.649,-1277.107,1087.187,700.589,3.033,-96.980,37.229,-78.224,-35.457,-30.460,-18.129,0.000,-10.526,92.589,866.107,-15.824,3.621,0.000,5.810,3ANS.trim.pdbA_0002_0001
SCORE:,1217.870,-1277.307,1114.647,700.001,3.033,-97.012,37.229,-78.224,-35.457,-30.489,-18.129,0.000,-9.818,64.311,856.441,-14.978,3.621,0.000,5.836,3ANS.trim.pdbA_0001_0001
SCORE:,1283.455,-1285.161,1141.683,702.306,3.033,-97.252,37.229,-78.224,-35.457,-30.606,-18.164,0.000,-10.651,104.314,862.050,-15.267,3.621,0.000,5.564,3ANS.trim.pdbA_0002_0001
SCORE:,1276.244,-1287.055,1172.708,702.528,3.033,-97.397,37.229,-78.224,-35.457,-30.635,-18.164,0.000,-9.942,76.037,852.384,-14.421,3.621,0.000,5.583,3ANS.trim.pdbA_0001_0001
SCORE:,1309.562,-1287.362,1172.756,702.926,3.033,-97.360,37.229,-78.224,-35.457,-30.635,-18.164,0.000,-8.977,102.045,857.813,-13.683,3.621,0.000,5.550,3ANS.trim.pdbA_0002_0001
SCORE:,1268.516,-1286.562,1172.753,702.508,3.033,-97.362,37.229,-78.224,-35.457,-30.606,-18.164,0.000,-10.493,73.080,847.519,-14.360,3.621,0.000,5.588,3ANS.trim.pdbA_0001_0001
SCORE:,1268.516,-1286.562,1172.753,702.508,3.033,-97.362,37.229,-78.224,-35.457,-30.606,-18.164,0.000,-10.493,73.080,847.519,-14.360,3.621,0.000,5.588,3ANS.trim.pdbA_0002_0001
SCORE:,1302.697,-1281.668,1165.706,701.548,3.033,-97.194,37.229,-78.224,-35.457,-30.548,-18.164,0.000,-10.793,101.759,856.686,-14.836,3.621,0.000,5.665,3ANS.trim.pdbA_0001_0001
SCORE:,1276.244,-1287.055,1172.708,702.528,3.033,-97.397,37.229,-78.224,-35.457,-30.635,-18.164,0.000,-9.942,76.037,852.384,-14.421,3.621,0.000,5.583,3ANS.trim.pdbA_0002_0001
